                              ,     379.842,       0.700,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     380.718,       0.876,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     381.580,       0.862,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     382.352,       0.772,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     383.322,       0.970,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     384.804,       1.482,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     385.722,       0.918,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     386.484,       0.762,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     387.332,       0.848,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     388.300,       0.968,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     389.410,       1.110,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     390.120,       0.710,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     391.218,       1.098,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     392.412,       1.194,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     393.314,       0.902,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     394.430,       1.116,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     395.146,       0.716,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     395.896,       0.750,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     397.218,       1.322,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     397.784,       0.566,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     398.776,       0.992,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     399.632,       0.856,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     400.456,       0.824,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     401.932,       1.476,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     402.940,       1.008,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     404.544,       1.604,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     406.010,       1.466,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     406.788,       0.778,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     407.688,       0.900,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     408.204,       0.516,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     408.758,       0.554,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     409.852,       1.094,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     411.834,       1.982,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     412.534,       0.700,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     413.390,       0.856,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     414.176,       0.786,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     415.166,       0.990,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     415.912,       0.746,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     416.832,       0.920,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     418.232,       1.400,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     419.082,       0.850,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     419.706,       0.624,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     420.446,       0.740,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     421.130,       0.684,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     421.962,       0.832,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     422.706,       0.744,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     423.500,       0.794,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     424.170,       0.670,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     424.928,       0.758,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     425.684,       0.756,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     426.422,       0.738,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     427.190,       0.768,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     427.978,       0.788,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     428.708,       0.730,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     429.460,       0.752,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     430.164,       0.704,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     430.902,       0.738,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     431.710,       0.808,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     432.478,       0.768,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     433.282,       0.804,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     433.982,       0.700,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     434.746,       0.764,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     435.496,       0.750,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     436.162,       0.666,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     436.862,       0.700,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     437.584,       0.722,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     438.272,       0.688,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     439.036,       0.764,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     439.746,       0.710,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     446.210,       6.464,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     448.170,       1.960,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     451.424,       3.254,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     455.478,       4.054,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     456.250,       0.772,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     457.006,       0.756,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     457.738,       0.732,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     458.494,       0.756,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     459.218,       0.724,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     460.382,       1.164,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     463.074,       2.692,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     464.268,       1.194,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     464.974,       0.706,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     465.662,       0.688,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     466.340,       0.678,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     467.030,       0.690,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     467.694,       0.664,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     468.410,       0.716,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     469.102,       0.692,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     469.830,       0.728,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     470.580,       0.750,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     471.386,       0.806,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     472.226,       0.840,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     473.066,       0.840,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     473.884,       0.818,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     474.740,       0.856,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     475.568,       0.828,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     476.340,       0.772,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     477.152,       0.812,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     477.896,       0.744,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     478.582,       0.686,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     479.200,       0.618,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     479.970,       0.770,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     482.082,       2.112,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     484.810,       2.728,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     485.886,       1.076,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     487.208,       1.322,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     489.386,       2.178,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     490.158,       0.772,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     490.934,       0.776,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     493.032,       2.098,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     493.786,       0.754,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     494.488,       0.702,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     495.274,       0.786,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     495.958,       0.684,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     496.718,       0.760,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     497.486,       0.768,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     498.242,       0.756,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     499.714,       1.472,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     503.492,       3.778,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     504.314,       0.822,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     505.096,       0.782,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     505.908,       0.812,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     506.608,       0.700,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     507.432,       0.824,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     508.226,       0.794,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     509.034,       0.808,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     509.810,       0.776,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     510.654,       0.844,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     511.456,       0.802,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     512.204,       0.748,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     513.830,       1.626,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     514.608,       0.778,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     515.480,       0.872,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     516.232,       0.752,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     517.092,       0.860,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     517.796,       0.704,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     519.324,       1.528,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     520.170,       0.846,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     522.550,       2.380,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     523.238,       0.688,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     524.008,       0.770,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     524.862,       0.854,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     525.676,       0.814,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     526.582,       0.906,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     528.028,       1.446,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     528.904,       0.876,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     530.462,       1.558,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     531.180,       0.718,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     532.046,       0.866,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     532.970,       0.924,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     533.632,       0.662,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     535.286,       1.654,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     535.896,       0.610,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     536.754,       0.858,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     537.470,       0.716,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     538.950,       1.480,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     539.794,       0.844,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     540.650,       0.856,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     541.502,       0.852,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     542.294,       0.792,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     543.028,       0.734,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     543.722,       0.694,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     545.422,       1.700,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     546.486,       1.064,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     547.440,       0.954,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     548.158,       0.718,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     549.814,       1.656,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     550.750,       0.936,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     551.666,       0.916,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     552.882,       1.216,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     553.876,       0.994,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     554.750,       0.874,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     555.460,       0.710,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     556.016,       0.556,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     556.502,       0.486,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     557.068,       0.566,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     558.266,       1.198,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     558.958,       0.692,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     559.752,       0.794,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     564.634,       4.882,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     565.536,       0.902,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     576.616,      11.080,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     577.462,       0.846,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     578.246,       0.784,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     579.102,       0.856,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     579.930,       0.828,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     580.912,       0.982,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     582.052,       1.140,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     582.794,       0.742,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     583.892,       1.098,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     584.742,       0.850,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     586.188,       1.446,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     586.958,       0.770,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     587.720,       0.762,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     588.558,       0.838,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     589.390,       0.832,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     590.210,       0.820,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     591.082,       0.872,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     591.864,       0.782,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     594.640,       2.776,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     599.374,       4.734,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     602.426,       3.052,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     608.554,       6.128,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     609.662,       1.108,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     611.126,       1.464,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     611.948,       0.822,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     612.264,       0.316,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     612.604,       0.340,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     613.362,       0.758,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     614.604,       1.242,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     615.782,       1.178,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     617.484,       1.702,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     618.182,       0.698,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     619.034,       0.852,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     619.756,       0.722,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     620.616,       0.860,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     621.396,       0.780,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     622.690,       1.294,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     623.504,       0.814,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     624.436,       0.932,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     626.320,       1.884,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     627.392,       1.072,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     629.768,       2.376,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     630.184,       0.416,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     631.124,       0.940,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     631.516,       0.392,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     633.468,       1.952,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     635.524,       2.056,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     636.246,       0.722,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     637.356,       1.110,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     639.130,       1.774,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     640.058,       0.928,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     641.030,       0.972,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     641.754,       0.724,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     642.794,       1.040,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     643.626,       0.832,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     644.384,       0.758,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     645.514,       1.130,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     647.072,       1.558,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
