,secs,meas
0,0.0,14.09
1,0.015625,13.56
2,0.03125,12.83
3,0.046875,11.88
4,0.0625,10.78
5,0.078125,9.55
6,0.09375,8.27
7,0.109375,6.95
8,0.125,5.59
9,0.140625,4.16
10,0.15625,2.65
11,0.171875,1.06
12,0.1875,-0.59
13,0.203125,-2.28
14,0.21875,-4.01
15,0.234375,-5.84
16,0.25,-7.86
17,0.265625,-10.16
18,0.28125,-12.75
19,0.296875,-15.57
20,0.3125,-18.48
21,0.328125,-21.19
22,0.34375,-23.37
23,0.359375,-24.63
24,0.375,-24.58
25,0.390625,-22.93
26,0.40625,-19.6
27,0.421875,-14.8
28,0.4375,-9.01
29,0.453125,-2.92
30,0.46875,2.79
31,0.484375,7.58
32,0.5,11.21
33,0.515625,13.67
34,0.53125,15.14
35,0.546875,15.84
36,0.5625,15.91
37,0.578125,15.48
38,0.59375,14.66
39,0.609375,13.67
40,0.625,12.78
41,0.640625,12.26
42,0.65625,12.27
43,0.671875,12.78
44,0.6875,13.53
45,0.703125,14.17
46,0.71875,14.39
47,0.734375,14.07
48,0.75,13.28
49,0.765625,12.19
50,0.78125,10.97
51,0.796875,9.68
52,0.8125,8.25
53,0.828125,6.63
54,0.84375,4.77
55,0.859375,2.77
56,0.875,0.76
57,0.890625,-1.09
58,0.90625,-2.72
59,0.921875,-4.16
60,0.9375,-5.54
61,0.953125,-6.96
62,0.96875,-8.53
63,0.984375,-10.3
64,1.0,-12.24
65,1.015625,-14.2
66,1.03125,-15.91
67,1.046875,-17.01
68,1.0625,-17.1
69,1.078125,-15.85
70,1.09375,-13.17
71,1.109375,-9.15
72,1.125,-4.13
73,1.140625,1.42
74,1.15625,6.97
75,1.171875,12.03
76,1.1875,16.2
77,1.203125,19.26
78,1.21875,21.15
79,1.234375,21.95
80,1.25,21.89
81,1.265625,21.23
82,1.28125,20.24
83,1.296875,19.1
84,1.3125,17.99
85,1.328125,16.99
86,1.34375,16.15
87,1.359375,15.51
88,1.375,15.06
89,1.390625,14.76
90,1.40625,14.53
91,1.421875,14.23
