,secs,meas
0,0.0,8.34
1,0.015625,7.8
2,0.03125,7.06
3,0.046875,6.3
4,0.0625,5.68
5,0.078125,5.28
6,0.09375,5.06
7,0.109375,4.9
8,0.125,4.67
9,0.140625,4.24
10,0.15625,3.55
11,0.171875,2.63
12,0.1875,1.55
13,0.203125,0.41
14,0.21875,-0.71
15,0.234375,-1.79
16,0.25,-2.85
17,0.265625,-3.91
18,0.28125,-4.99
19,0.296875,-6.07
20,0.3125,-7.16
21,0.328125,-8.31
22,0.34375,-9.58
23,0.359375,-11.06
24,0.375,-12.7
25,0.390625,-14.31
26,0.40625,-15.52
27,0.421875,-15.91
28,0.4375,-15.19
29,0.453125,-13.26
30,0.46875,-10.35
31,0.484375,-6.9
32,0.5,-3.44
33,0.515625,-0.37
34,0.53125,2.1
35,0.546875,3.98
36,0.5625,5.37
37,0.578125,6.41
38,0.59375,7.17
39,0.609375,7.7
40,0.625,8.03
41,0.640625,8.23
42,0.65625,8.38
43,0.671875,8.54
44,0.6875,8.71
45,0.703125,8.81
46,0.71875,8.79
47,0.734375,8.57
48,0.75,8.14
49,0.765625,7.57
50,0.78125,6.88
51,0.796875,6.12
52,0.8125,5.29
53,0.828125,4.36
54,0.84375,3.28
55,0.859375,1.98
56,0.875,0.43
57,0.890625,-1.31
58,0.90625,-3.08
59,0.921875,-4.72
60,0.9375,-6.08
61,0.953125,-7.19
62,0.96875,-8.25
63,0.984375,-9.5
64,1.0,-11.03
65,1.015625,-12.65
66,1.03125,-13.92
67,1.046875,-14.33
68,1.0625,-13.53
69,1.078125,-11.55
70,1.09375,-8.77
71,1.109375,-5.72
72,1.125,-2.85
73,1.140625,-0.38
74,1.15625,1.7
75,1.171875,3.48
76,1.1875,4.99
77,1.203125,6.16
78,1.21875,6.89
79,1.234375,7.15
80,1.25,7.07
81,1.265625,6.85
82,1.28125,6.71
83,1.296875,6.7
84,1.3125,6.79
85,1.328125,6.82
86,1.34375,6.64
87,1.359375,6.19
88,1.375,5.52
89,1.390625,4.71
90,1.40625,3.86
91,1.421875,2.99
92,1.4375,2.09
93,1.453125,1.14
94,1.46875,0.16
95,1.484375,-0.83
96,1.5,-1.75
97,1.515625,-2.63
98,1.53125,-3.51
99,1.546875,-4.52
100,1.5625,-5.73
101,1.578125,-7.21
102,1.59375,-8.86
103,1.609375,-10.52
104,1.625,-11.9
105,1.640625,-12.7
106,1.65625,-12.7
107,1.671875,-11.78
108,1.6875,-10.01
109,1.703125,-7.61
110,1.71875,-4.89
111,1.734375,-2.13
112,1.75,0.4
113,1.765625,2.54
114,1.78125,4.15
115,1.796875,5.11
116,1.8125,5.4
117,1.828125,5.08
118,1.84375,4.37
119,1.859375,3.6
120,1.875,3.04
121,1.890625,2.85
122,1.90625,2.99
123,1.921875,3.28
124,1.9375,3.47
125,1.953125,3.43
126,1.96875,3.1
127,1.984375,2.52
128,2.0,1.75
129,2.015625,0.84
130,2.03125,-0.12
131,2.046875,-1.02
132,2.0625,-1.74
133,2.078125,-2.23
134,2.09375,-2.53
135,2.109375,-2.84
136,2.125,-3.35
137,2.140625,-4.23
138,2.15625,-5.52
139,2.171875,-7.1
140,2.1875,-8.81
141,2.203125,-10.38
142,2.21875,-11.57
143,2.234375,-12.09
144,2.25,-11.74
145,2.265625,-10.43
146,2.28125,-8.26
147,2.296875,-5.56
148,2.3125,-2.73
149,2.328125,-0.15
150,2.34375,1.95
151,2.359375,3.52
152,2.375,4.64
153,2.390625,5.41
154,2.40625,5.9
155,2.421875,6.11
156,2.4375,6.03
157,2.453125,5.66
158,2.46875,5.07
159,2.484375,4.39
160,2.5,3.75
161,2.515625,3.27
162,2.53125,2.97
163,2.546875,2.8
164,2.5625,2.66
165,2.578125,2.39
166,2.59375,1.89
167,2.609375,1.15
168,2.625,0.25
169,2.640625,-0.67
170,2.65625,-1.48
171,2.671875,-2.11
172,2.6875,-2.65
173,2.703125,-3.29
174,2.71875,-4.25
175,2.734375,-5.68
176,2.75,-7.57
177,2.765625,-9.74
178,2.78125,-11.91
179,2.796875,-13.75
180,2.8125,-14.97
181,2.828125,-15.39
182,2.84375,-14.92
183,2.859375,-13.54
184,2.875,-11.31
185,2.890625,-8.42
186,2.90625,-5.15
187,2.921875,-1.92
188,2.9375,0.91
189,2.953125,3.09
190,2.96875,4.61
191,2.984375,5.62
192,3.0,6.34
193,3.015625,6.88
194,3.03125,7.27
195,3.046875,7.41
196,3.0625,7.27
197,3.078125,6.89
198,3.09375,6.44
199,3.109375,6.09
200,3.125,5.96
201,3.140625,6.02
202,3.15625,6.08
203,3.171875,5.95
204,3.1875,5.48
205,3.203125,4.68
206,3.21875,3.65
207,3.234375,2.58
208,3.25,1.56
209,3.265625,0.62
210,3.28125,-0.3
211,3.296875,-1.27
212,3.3125,-2.33
213,3.328125,-3.41
214,3.34375,-4.45
215,3.359375,-5.42
216,3.375,-6.41
217,3.390625,-7.59
218,3.40625,-9.03
219,3.421875,-10.6
220,3.4375,-11.91
221,3.453125,-12.4
222,3.46875,-11.65
223,3.484375,-9.56
224,3.5,-6.45
225,3.515625,-2.9
226,3.53125,0.44
227,3.546875,3.13
228,3.5625,5.09
229,3.578125,6.43
230,3.59375,7.4
231,3.609375,8.12
232,3.625,8.63
233,3.640625,8.85
234,3.65625,8.76
235,3.671875,8.43
236,3.6875,8.02
237,3.703125,7.72
238,3.71875,7.63
239,3.734375,7.71
240,3.75,7.8
241,3.765625,7.72
242,3.78125,7.33
243,3.796875,6.64
244,3.8125,5.7
245,3.828125,4.66
246,3.84375,3.68
247,3.859375,2.85
248,3.875,2.2
249,3.890625,1.66
250,3.90625,1.13
251,3.921875,0.48
252,3.9375,-0.36
253,3.953125,-1.43
254,3.96875,-2.71
255,3.984375,-4.16
256,4.0,-5.77
257,4.015625,-7.5
258,4.03125,-9.25
259,4.046875,-10.81
260,4.0625,-11.85
261,4.078125,-11.98
262,4.09375,-10.97
263,4.109375,-8.82
264,4.125,-5.87
265,4.140625,-2.63
266,4.15625,0.35
267,4.171875,2.71
268,4.1875,4.38
269,4.203125,5.46
270,4.21875,6.16
271,4.234375,6.59
272,4.25,6.79
273,4.265625,6.73
274,4.28125,6.41
275,4.296875,5.89
276,4.3125,5.28
277,4.328125,4.68
278,4.34375,4.13
279,4.359375,3.63
280,4.375,3.21
281,4.390625,2.88
282,4.40625,2.64
283,4.421875,2.42
284,4.4375,2.1
285,4.453125,1.54
286,4.46875,0.73
287,4.484375,-0.22
288,4.5,-1.12
289,4.515625,-1.82
290,4.53125,-2.31
291,4.546875,-2.73
292,4.5625,-3.29
293,4.578125,-4.12
294,4.59375,-5.26
295,4.609375,-6.66
296,4.625,-8.23
297,4.640625,-9.84
298,4.65625,-11.34
299,4.671875,-12.51
300,4.6875,-13.06
301,4.703125,-12.72
302,4.71875,-11.36
303,4.734375,-9.09
304,4.75,-6.28
305,4.765625,-3.39
306,4.78125,-0.8
307,4.796875,1.24
308,4.8125,2.71
309,4.828125,3.74
310,4.84375,4.45
311,4.859375,4.94
312,4.875,5.25
313,4.890625,5.35
314,4.90625,5.26
315,4.921875,5.08
316,4.9375,4.91
317,4.953125,4.85
318,4.96875,4.88
319,4.984375,4.83
320,5.0,4.52
321,5.015625,3.87
322,5.03125,2.94
323,5.046875,1.95
324,5.0625,1.13
325,5.078125,0.59
326,5.09375,0.26
327,5.109375,-0.03
328,5.125,-0.47
329,5.140625,-1.1
330,5.15625,-1.86
331,5.171875,-2.67
332,5.1875,-3.53
333,5.203125,-4.53
334,5.21875,-5.78
335,5.234375,-7.22
336,5.25,-8.59
337,5.265625,-9.5
338,5.28125,-9.55
339,5.296875,-8.59
340,5.3125,-6.7
341,5.328125,-4.16
342,5.34375,-1.34
343,5.359375,1.41
344,5.375,3.85
345,5.390625,5.77
346,5.40625,7.07
347,5.421875,7.75
348,5.4375,7.88
349,5.453125,7.66
350,5.46875,7.31
351,5.484375,7.06
352,5.5,7.0
353,5.515625,7.12
354,5.53125,7.28
355,5.546875,7.35
356,5.5625,7.19
357,5.578125,6.74
358,5.59375,6.07
359,5.609375,5.33
360,5.625,4.68
361,5.640625,4.24
362,5.65625,3.98
363,5.671875,3.79
364,5.6875,3.51
365,5.703125,3.06
366,5.71875,2.44
367,5.734375,1.74
368,5.75,0.99
369,5.765625,0.14
370,5.78125,-0.96
371,5.796875,-2.46
372,5.8125,-4.4
373,5.828125,-6.63
374,5.84375,-8.86
375,5.859375,-10.69
376,5.875,-11.79
377,5.890625,-11.99
378,5.90625,-11.32
379,5.921875,-9.93
380,5.9375,-8.05
381,5.953125,-5.83
382,5.96875,-3.39
383,5.984375,-0.81
384,6.0,1.78
385,6.015625,4.13
386,6.03125,5.98
387,6.046875,7.06
388,6.0625,7.27
389,6.078125,6.71
390,6.09375,5.66
391,6.109375,4.45
392,6.125,3.36
393,6.140625,2.56
394,6.15625,2.07
395,6.171875,1.86
396,6.1875,1.83
397,6.203125,1.85
398,6.21875,1.78
399,6.234375,1.5
400,6.25,0.97
401,6.265625,0.22
402,6.28125,-0.66
403,6.296875,-1.58
404,6.3125,-2.49
405,6.328125,-3.35
406,6.34375,-4.17
407,6.359375,-4.95
408,6.375,-5.72
409,6.390625,-6.54
410,6.40625,-7.5
411,6.421875,-8.65
412,6.4375,-9.97
413,6.453125,-11.26
414,6.46875,-12.18
