,secs,meas
0,0.0,-21.85
1,0.015625,-12.65
2,0.03125,-24.13
3,0.046875,-49.01
4,0.0625,-72.97
5,0.078125,-82.94
6,0.09375,-72.53
7,0.109375,-45.27
8,0.125,-9.07
9,0.140625,30.23
10,0.15625,69.44
11,0.171875,107.12
12,0.1875,141.44
13,0.203125,169.84
14,0.21875,186.63
15,0.234375,186.75
16,0.25,168.49
17,0.265625,134.46
18,0.28125,90.3
19,0.296875,41.69
20,0.3125,-4.48
21,0.328125,-37.26
22,0.34375,-48.03
23,0.359375,-37.04
24,0.375,-13.02
25,0.390625,12.03
26,0.40625,29.27
27,0.421875,35.93
28,0.4375,34.19
29,0.453125,29.23
30,0.46875,25.7
31,0.484375,24.94
32,0.5,24.9
33,0.515625,23.13
34,0.53125,18.73
35,0.546875,12.99
36,0.5625,8.17
37,0.578125,5.55
38,0.59375,5.38
39,0.609375,6.73
40,0.625,7.49
41,0.640625,5.33
42,0.65625,-0.28
43,0.671875,-7.94
44,0.6875,-14.57
45,0.703125,-17.15
46,0.71875,-14.9
47,0.734375,-10.35
48,0.75,-7.49
49,0.765625,-11.55
50,0.78125,-26.03
51,0.796875,-49.98
52,0.8125,-77.59
53,0.828125,-100.27
54,0.84375,-108.52
55,0.859375,-99.43
56,0.875,-75.75
57,0.890625,-44.02
58,0.90625,-11.59
59,0.921875,16.43
60,0.9375,38.4
61,0.953125,54.99
62,0.96875,67.56
63,0.984375,76.65
64,1.0,81.72
65,1.015625,82.75
66,1.03125,80.67
67,1.046875,77.22
68,1.0625,74.4
69,1.078125,73.86
70,1.09375,75.96
71,1.109375,79.87
72,1.125,83.8
73,1.140625,85.46
74,1.15625,83.84
75,1.171875,78.34
76,1.1875,69.31
77,1.203125,57.91
78,1.21875,45.36
79,1.234375,32.47
80,1.25,19.44
81,1.265625,5.47
82,1.28125,-11.28
83,1.296875,-32.89
84,1.3125,-59.93
85,1.328125,-90.94
86,1.34375,-120.99
87,1.359375,-142.59
88,1.375,-148.64
89,1.390625,-135.88
90,1.40625,-107.19
91,1.421875,-70.96
92,1.4375,-37.7
93,1.453125,-15.42
94,1.46875,-6.75
95,1.484375,-9.58
96,1.5,-19.67
97,1.515625,-34.03
98,1.53125,-51.08
99,1.546875,-69.94
100,1.5625,-87.81
101,1.578125,-100.35
102,1.59375,-104.11
103,1.609375,-98.86
104,1.625,-89.04
