,secs,meas
0,0.0,328.94
1,0.015625,367.49
2,0.03125,400.31
3,0.046875,417.7
4,0.0625,414.44
5,0.078125,390.72
6,0.09375,351.03
7,0.109375,302.0
8,0.125,250.29
9,0.140625,201.17
10,0.15625,157.95
11,0.171875,121.87
12,0.1875,92.2
13,0.203125,66.54
14,0.21875,41.57
15,0.234375,14.11
16,0.25,-17.62
17,0.265625,-52.95
18,0.28125,-88.52
19,0.296875,-118.93
20,0.3125,-138.33
21,0.328125,-142.26
22,0.34375,-129.21
23,0.359375,-101.39
24,0.375,-64.46
25,0.390625,-26.18
26,0.40625,5.58
27,0.421875,25.09
28,0.4375,30.31
29,0.453125,23.37
30,0.46875,9.57
31,0.484375,-4.62
32,0.5,-13.94
33,0.515625,-15.92
34,0.53125,-11.36
35,0.546875,-3.41
36,0.5625,4.0
37,0.578125,7.7
38,0.59375,6.22
39,0.609375,-0.3
40,0.625,-10.54
41,0.640625,-22.79
42,0.65625,-35.42
43,0.671875,-47.06
44,0.6875,-56.63
45,0.703125,-63.24
46,0.71875,-66.37
47,0.734375,-66.05
48,0.75,-62.94
49,0.765625,-58.25
50,0.78125,-53.46
51,0.796875,-49.82
52,0.8125,-47.98
53,0.828125,-47.83
54,0.84375,-48.56
55,0.859375,-49.17
56,0.875,-48.88
57,0.890625,-47.43
58,0.90625,-45.09
59,0.921875,-42.34
60,0.9375,-39.57
61,0.953125,-36.87
62,0.96875,-34.11
63,0.984375,-31.22
64,1.0,-28.4
65,1.015625,-26.15
66,1.03125,-25.02
67,1.046875,-25.3
68,1.0625,-26.78
69,1.078125,-28.77
70,1.09375,-30.35
71,1.109375,-30.72
72,1.125,-29.39
73,1.140625,-26.34
74,1.15625,-21.9
75,1.171875,-16.68
76,1.1875,-11.42
77,1.203125,-6.89
78,1.21875,-3.8
79,1.234375,-2.5
80,1.25,-2.94
81,1.265625,-4.5
82,1.28125,-6.25
83,1.296875,-7.15
84,1.3125,-6.5
85,1.328125,-4.13
86,1.34375,-0.5
87,1.359375,3.56
88,1.375,7.13
89,1.390625,9.46
90,1.40625,10.19
91,1.421875,9.33
92,1.4375,7.13
93,1.453125,3.99
94,1.46875,0.38
95,1.484375,-3.12
96,1.5,-5.92
97,1.515625,-7.44
98,1.53125,-7.33
99,1.546875,-5.63
100,1.5625,-2.89
101,1.578125,0.01
102,1.59375,2.15
103,1.609375,2.97
104,1.625,2.51
105,1.640625,1.4
106,1.65625,0.51
107,1.671875,0.6
108,1.6875,2.03
109,1.703125,4.7
110,1.71875,8.28
111,1.734375,12.37
112,1.75,16.68
113,1.765625,20.95
114,1.78125,24.83
115,1.796875,27.88
116,1.8125,29.65
117,1.828125,29.81
118,1.84375,28.39
119,1.859375,25.75
120,1.875,22.49
121,1.890625,19.14
122,1.90625,16.04
123,1.921875,13.2
124,1.9375,10.42
125,1.953125,7.46
126,1.96875,4.24
127,1.984375,0.91
128,2.0,-2.17
129,2.015625,-4.6
130,2.03125,-6.11
131,2.046875,-6.63
132,2.0625,-6.37
133,2.078125,-5.57
134,2.09375,-4.41
135,2.109375,-2.86
136,2.125,-0.67
137,2.140625,2.38
138,2.15625,6.29
139,2.171875,10.66
140,2.1875,14.78
141,2.203125,17.88
142,2.21875,19.49
143,2.234375,19.58
144,2.25,18.55
145,2.265625,17.09
146,2.28125,15.8
147,2.296875,14.99
148,2.3125,14.77
149,2.328125,15.1
150,2.34375,15.95
151,2.359375,17.3
152,2.375,19.03
153,2.390625,20.82
154,2.40625,22.27
155,2.421875,23.07
156,2.4375,23.29
157,2.453125,23.36
158,2.46875,23.95
159,2.484375,25.48
160,2.5,27.91
161,2.515625,30.65
162,2.53125,32.68
163,2.546875,33.05
164,2.5625,31.24
165,2.578125,27.51
166,2.59375,23.04
167,2.609375,19.72
168,2.625,19.58
169,2.640625,23.96
170,2.65625,32.64
171,2.671875,43.44
172,2.6875,52.58
173,2.703125,55.87
174,2.71875,50.05
175,2.734375,33.91
176,2.75,8.57
177,2.765625,-22.86
178,2.78125,-56.23
179,2.796875,-87.19
180,2.8125,-112.12
181,2.828125,-128.71
182,2.84375,-136.56
183,2.859375,-137.49
184,2.875,-135.12
185,2.890625,-133.89
186,2.90625,-137.51
187,2.921875,-147.46
188,2.9375,-162.34
189,2.953125,-178.47
190,2.96875,-191.35
191,2.984375,-197.56
192,3.0,-196.21
193,3.015625,-189.19
194,3.03125,-180.36
195,3.046875,-173.84
196,3.0625,-172.24
197,3.078125,-175.46
198,3.09375,-180.92
199,3.109375,-184.52
200,3.125,-182.34
201,3.140625,-171.89
202,3.15625,-152.2
203,3.171875,-123.0
204,3.1875,-83.73
205,3.203125,-33.51
206,3.21875,27.59
207,3.234375,96.42
208,3.25,165.67
209,3.265625,224.73
210,3.28125,262.69
211,3.296875,271.97
212,3.3125,251.14
213,3.328125,205.39
214,3.34375,144.95
215,3.359375,82.18
216,3.375,28.56
217,3.390625,-7.58
218,3.40625,-22.41
219,3.421875,-16.83
220,3.4375,4.39
221,3.453125,34.58
222,3.46875,67.23
223,3.484375,97.61
224,3.5,122.98
225,3.515625,141.59
226,3.53125,151.65
227,3.546875,151.0
228,3.5625,138.33
229,3.578125,114.92
230,3.59375,85.24
231,3.609375,55.77
232,3.625,32.43
233,3.640625,17.74
234,3.65625,9.95
235,3.671875,4.22
236,3.6875,-4.71
237,3.703125,-20.03
