,secs,meas
0,0.0,4.12
1,0.015625,9.23
2,0.03125,13.6
3,0.046875,17.05
4,0.0625,19.39
5,0.078125,20.52
6,0.09375,20.52
7,0.109375,19.67
8,0.125,18.42
9,0.140625,17.21
10,0.15625,16.35
11,0.171875,15.9
12,0.1875,15.7
13,0.203125,15.49
14,0.21875,15.03
15,0.234375,14.27
16,0.25,13.29
17,0.265625,12.2
18,0.28125,11.05
19,0.296875,9.77
20,0.3125,8.26
21,0.328125,6.39
22,0.34375,4.15
23,0.359375,1.63
24,0.375,-1.08
25,0.390625,-4.01
26,0.40625,-7.3
27,0.421875,-11.11
28,0.4375,-15.43
29,0.453125,-19.9
30,0.46875,-23.79
31,0.484375,-26.25
32,0.5,-26.58
33,0.515625,-24.57
34,0.53125,-20.5
35,0.546875,-15.07
36,0.5625,-9.08
37,0.578125,-3.17
38,0.59375,2.26
39,0.609375,7.09
40,0.625,11.3
41,0.640625,14.86
42,0.65625,17.72
43,0.671875,19.86
44,0.6875,21.29
45,0.703125,22.08
46,0.71875,22.3
47,0.734375,22.02
48,0.75,21.34
49,0.765625,20.41
50,0.78125,19.4
51,0.796875,18.48
52,0.8125,17.73
53,0.828125,17.07
54,0.84375,16.32
55,0.859375,15.3
56,0.875,13.9
57,0.890625,12.17
58,0.90625,10.28
59,0.921875,8.41
60,0.9375,6.66
61,0.953125,4.93
62,0.96875,3.04
63,0.984375,0.76
64,1.0,-2.0
65,1.015625,-5.22
66,1.03125,-8.75
67,1.046875,-12.4
68,1.0625,-16.0
69,1.078125,-19.33
70,1.09375,-22.04
71,1.109375,-23.65
72,1.125,-23.62
73,1.140625,-21.61
74,1.15625,-17.65
75,1.171875,-12.24
76,1.1875,-6.16
77,1.203125,-0.2
78,1.21875,5.13
79,1.234375,9.69
80,1.25,13.56
81,1.265625,16.88
82,1.28125,19.67
83,1.296875,21.74
84,1.3125,22.83
85,1.328125,22.78
86,1.34375,21.61
87,1.359375,19.6
88,1.375,17.2
89,1.390625,14.98
90,1.40625,13.41
91,1.421875,12.74
92,1.4375,12.86
93,1.453125,13.37
94,1.46875,13.67
95,1.484375,13.3
96,1.5,12.13
97,1.515625,10.34
98,1.53125,8.35
99,1.546875,6.51
100,1.5625,4.92
101,1.578125,3.41
102,1.59375,1.7
103,1.609375,-0.5
104,1.625,-3.27
105,1.640625,-6.57
106,1.65625,-10.27
107,1.671875,-14.2
108,1.6875,-18.06
109,1.703125,-21.49
110,1.71875,-23.9
111,1.734375,-24.69
112,1.75,-23.39
113,1.765625,-19.96
114,1.78125,-14.77
115,1.796875,-8.61
116,1.8125,-2.4
117,1.828125,3.12
118,1.84375,7.57
119,1.859375,10.94
120,1.875,13.44
121,1.890625,15.41
122,1.90625,17.06
123,1.921875,18.39
124,1.9375,19.32
125,1.953125,19.8
126,1.96875,19.82
127,1.984375,19.47
128,2.0,18.78
129,2.015625,17.69
130,2.03125,16.09
131,2.046875,13.95
132,2.0625,11.49
133,2.078125,9.11
134,2.09375,7.28
135,2.109375,6.23
136,2.125,5.82
137,2.140625,5.6
138,2.15625,5.02
139,2.171875,3.75
140,2.1875,1.69
141,2.203125,-0.97
142,2.21875,-4.01
143,2.234375,-7.31
144,2.25,-10.79
145,2.265625,-14.29
146,2.28125,-17.45
147,2.296875,-19.77
148,2.3125,-20.75
149,2.328125,-20.12
150,2.34375,-17.96
151,2.359375,-14.54
152,2.375,-10.31
153,2.390625,-5.62
154,2.40625,-0.74
155,2.421875,4.11
156,2.4375,8.65
157,2.453125,12.56
158,2.46875,15.52
159,2.484375,17.34
160,2.5,18.06
161,2.515625,17.99
162,2.53125,17.49
163,2.546875,16.9
164,2.5625,16.37
165,2.578125,15.87
166,2.59375,15.26
167,2.609375,14.4
168,2.625,13.21
169,2.640625,11.68
170,2.65625,9.87
171,2.671875,7.88
172,2.6875,5.77
173,2.703125,3.61
174,2.71875,1.43
175,2.734375,-0.74
176,2.75,-2.85
177,2.765625,-4.9
178,2.78125,-6.86
179,2.796875,-8.86
180,2.8125,-11.02
181,2.828125,-13.49
182,2.84375,-16.32
183,2.859375,-19.31
184,2.875,-21.94
185,2.890625,-23.52
186,2.90625,-23.46
187,2.921875,-21.52
188,2.9375,-18.01
189,2.953125,-13.58
190,2.96875,-8.96
191,2.984375,-4.59
192,3.0,-0.53
193,3.015625,3.41
194,3.03125,7.32
195,3.046875,11.02
196,3.0625,13.99
197,3.078125,15.68
198,3.09375,15.84
199,3.109375,14.69
200,3.125,12.88
201,3.140625,11.17
202,3.15625,10.08
203,3.171875,9.72
204,3.1875,9.77
205,3.203125,9.74
206,3.21875,9.23
207,3.234375,8.06
208,3.25,6.36
209,3.265625,4.47
