,secs,meas
0,0.0,1.54
1,0.015625,1.41
2,0.03125,1.26
3,0.046875,1.1
4,0.0625,0.95
5,0.078125,0.82
6,0.09375,0.71
7,0.109375,0.56
8,0.125,0.33
9,0.140625,-0.02
10,0.15625,-0.41
11,0.171875,-0.75
12,0.1875,-0.9
13,0.203125,-0.78
14,0.21875,-0.44
15,0.234375,-0.01
16,0.25,0.37
17,0.265625,0.57
18,0.28125,0.6
19,0.296875,0.5
20,0.3125,0.36
21,0.328125,0.23
22,0.34375,0.11
23,0.359375,0.02
24,0.375,-0.05
25,0.390625,-0.04
26,0.40625,0.06
27,0.421875,0.24
28,0.4375,0.46
29,0.453125,0.62
30,0.46875,0.68
31,0.484375,0.63
32,0.5,0.5
33,0.515625,0.34
34,0.53125,0.19
35,0.546875,0.03
36,0.5625,-0.16
37,0.578125,-0.4
38,0.59375,-0.68
39,0.609375,-0.93
40,0.625,-1.09
41,0.640625,-1.1
42,0.65625,-0.95
43,0.671875,-0.72
44,0.6875,-0.47
45,0.703125,-0.31
46,0.71875,-0.25
47,0.734375,-0.28
48,0.75,-0.33
49,0.765625,-0.35
50,0.78125,-0.3
51,0.796875,-0.19
52,0.8125,-0.03
53,0.828125,0.14
54,0.84375,0.28
55,0.859375,0.37
56,0.875,0.38
57,0.890625,0.32
58,0.90625,0.19
59,0.921875,0.01
60,0.9375,-0.19
61,0.953125,-0.38
62,0.96875,-0.53
63,0.984375,-0.62
64,1.0,-0.67
65,1.015625,-0.67
66,1.03125,-0.65
67,1.046875,-0.62
68,1.0625,-0.6
69,1.078125,-0.61
70,1.09375,-0.67
71,1.109375,-0.78
72,1.125,-0.93
73,1.140625,-1.1
74,1.15625,-1.24
75,1.171875,-1.3
76,1.1875,-1.24
77,1.203125,-1.02
78,1.21875,-0.66
79,1.234375,-0.24
80,1.25,0.14
81,1.265625,0.39
82,1.28125,0.48
83,1.296875,0.45
84,1.3125,0.4
85,1.328125,0.45
86,1.34375,0.66
87,1.359375,0.98
88,1.375,1.32
89,1.390625,1.57
90,1.40625,1.65
91,1.421875,1.57
92,1.4375,1.36
93,1.453125,1.06
94,1.46875,0.71
95,1.484375,0.32
96,1.5,-0.09
97,1.515625,-0.43
98,1.53125,-0.64
99,1.546875,-0.66
100,1.5625,-0.5
101,1.578125,-0.24
102,1.59375,-0.0
103,1.609375,0.1
104,1.625,0.01
105,1.640625,-0.26
106,1.65625,-0.64
107,1.671875,-0.99
108,1.6875,-1.21
109,1.703125,-1.22
110,1.71875,-1.03
111,1.734375,-0.71
112,1.75,-0.4
113,1.765625,-0.22
114,1.78125,-0.24
115,1.796875,-0.44
116,1.8125,-0.72
117,1.828125,-1.01
118,1.84375,-1.25
119,1.859375,-1.43
120,1.875,-1.59
121,1.890625,-1.73
122,1.90625,-1.83
123,1.921875,-1.79
124,1.9375,-1.57
125,1.953125,-1.14
126,1.96875,-0.56
127,1.984375,0.06
128,2.0,0.58
129,2.015625,0.93
130,2.03125,1.07
131,2.046875,1.02
132,2.0625,0.86
133,2.078125,0.65
134,2.09375,0.45
135,2.109375,0.28
136,2.125,0.1
137,2.140625,-0.12
138,2.15625,-0.42
139,2.171875,-0.76
140,2.1875,-1.1
141,2.203125,-1.35
142,2.21875,-1.47
143,2.234375,-1.46
144,2.25,-1.34
145,2.265625,-1.15
146,2.28125,-0.91
147,2.296875,-0.63
148,2.3125,-0.34
149,2.328125,-0.1
150,2.34375,0.01
151,2.359375,-0.08
152,2.375,-0.38
153,2.390625,-0.81
154,2.40625,-1.22
155,2.421875,-1.49
156,2.4375,-1.56
157,2.453125,-1.46
158,2.46875,-1.28
159,2.484375,-1.13
160,2.5,-1.1
161,2.515625,-1.22
162,2.53125,-1.47
163,2.546875,-1.77
164,2.5625,-2.01
165,2.578125,-2.09
166,2.59375,-1.94
167,2.609375,-1.57
168,2.625,-1.09
169,2.640625,-0.61
170,2.65625,-0.23
171,2.671875,0.03
172,2.6875,0.23
173,2.703125,0.44
174,2.71875,0.69
175,2.734375,0.96
176,2.75,1.18
177,2.765625,1.31
178,2.78125,1.34
179,2.796875,1.37
180,2.8125,1.49
181,2.828125,1.74
182,2.84375,2.08
183,2.859375,2.36
184,2.875,2.43
185,2.890625,2.19
186,2.90625,1.67
187,2.921875,1.01
188,2.9375,0.42
189,2.953125,0.07
190,2.96875,0.05
191,2.984375,0.28
192,3.0,0.6
193,3.015625,0.81
194,3.03125,0.79
195,3.046875,0.54
196,3.0625,0.16
197,3.078125,-0.17
198,3.09375,-0.33
199,3.109375,-0.31
200,3.125,-0.19
201,3.140625,-0.08
202,3.15625,-0.08
203,3.171875,-0.18
204,3.1875,-0.28
205,3.203125,-0.27
206,3.21875,-0.11
207,3.234375,0.16
208,3.25,0.44
209,3.265625,0.64
210,3.28125,0.73
211,3.296875,0.75
212,3.3125,0.78
213,3.328125,0.9
214,3.34375,1.08
215,3.359375,1.29
216,3.375,1.45
217,3.390625,1.54
218,3.40625,1.56
219,3.421875,1.55
220,3.4375,1.54
221,3.453125,1.54
222,3.46875,1.5
223,3.484375,1.39
224,3.5,1.18
225,3.515625,0.92
226,3.53125,0.69
227,3.546875,0.56
228,3.5625,0.53
229,3.578125,0.59
230,3.59375,0.66
231,3.609375,0.66
232,3.625,0.57
233,3.640625,0.42
234,3.65625,0.28
235,3.671875,0.25
236,3.6875,0.37
237,3.703125,0.61
238,3.71875,0.91
239,3.734375,1.16
240,3.75,1.31
241,3.765625,1.34
242,3.78125,1.3
243,3.796875,1.24
244,3.8125,1.2
245,3.828125,1.16
246,3.84375,1.11
247,3.859375,1.04
248,3.875,0.94
249,3.890625,0.85
250,3.90625,0.78
251,3.921875,0.72
252,3.9375,0.64
253,3.953125,0.49
254,3.96875,0.22
255,3.984375,-0.16
256,4.0,-0.61
257,4.015625,-1.07
258,4.03125,-1.46
259,4.046875,-1.72
260,4.0625,-1.83
261,4.078125,-1.77
262,4.09375,-1.61
263,4.109375,-1.42
264,4.125,-1.24
265,4.140625,-1.06
266,4.15625,-0.87
267,4.171875,-0.64
268,4.1875,-0.37
269,4.203125,-0.12
270,4.21875,0.06
271,4.234375,0.11
272,4.25,0.03
273,4.265625,-0.14
274,4.28125,-0.37
275,4.296875,-0.63
276,4.3125,-0.92
277,4.328125,-1.22
278,4.34375,-1.53
279,4.359375,-1.81
280,4.375,-2.07
281,4.390625,-2.3
282,4.40625,-2.54
283,4.421875,-2.79
284,4.4375,-3.03
285,4.453125,-3.19
286,4.46875,-3.19
287,4.484375,-2.99
288,4.5,-2.64
289,4.515625,-2.21
290,4.53125,-1.77
291,4.546875,-1.34
292,4.5625,-0.9
293,4.578125,-0.42
294,4.59375,0.11
295,4.609375,0.64
296,4.625,1.12
297,4.640625,1.52
298,4.65625,1.86
299,4.671875,2.17
300,4.6875,2.48
301,4.703125,2.78
302,4.71875,3.05
303,4.734375,3.25
304,4.75,3.38
305,4.765625,3.51
306,4.78125,3.71
307,4.796875,4.01
308,4.8125,4.41
309,4.828125,4.83
310,4.84375,5.21
311,4.859375,5.49
312,4.875,5.65
313,4.890625,5.72
314,4.90625,5.69
315,4.921875,5.58
316,4.9375,5.37
317,4.953125,5.09
318,4.96875,4.82
319,4.984375,4.62
320,5.0,4.53
321,5.015625,4.51
322,5.03125,4.47
323,5.046875,4.31
324,5.0625,4.0
325,5.078125,3.55
326,5.09375,3.08
327,5.109375,2.72
328,5.125,2.56
329,5.140625,2.58
330,5.15625,2.7
331,5.171875,2.75
332,5.1875,2.6
333,5.203125,2.2
334,5.21875,1.61
335,5.234375,0.92
336,5.25,0.27
337,5.265625,-0.26
338,5.28125,-0.64
339,5.296875,-0.87
340,5.3125,-0.95
341,5.328125,-0.9
342,5.34375,-0.72
343,5.359375,-0.42
344,5.375,-0.02
345,5.390625,0.42
346,5.40625,0.89
347,5.421875,1.35
348,5.4375,1.77
349,5.453125,2.1
350,5.46875,2.24
351,5.484375,2.17
352,5.5,1.91
353,5.515625,1.6
354,5.53125,1.4
355,5.546875,1.41
356,5.5625,1.62
357,5.578125,1.91
358,5.59375,2.13
359,5.609375,2.18
360,5.625,2.08
361,5.640625,1.91
362,5.65625,1.75
363,5.671875,1.64
364,5.6875,1.56
365,5.703125,1.46
366,5.71875,1.35
367,5.734375,1.23
368,5.75,1.13
369,5.765625,1.02
370,5.78125,0.88
371,5.796875,0.67
372,5.8125,0.41
373,5.828125,0.18
374,5.84375,0.04
375,5.859375,0.01
376,5.875,0.04
377,5.890625,0.07
378,5.90625,0.06
379,5.921875,0.01
380,5.9375,-0.06
381,5.953125,-0.16
382,5.96875,-0.32
383,5.984375,-0.56
384,6.0,-0.89
385,6.015625,-1.18
386,6.03125,-1.34
387,6.046875,-1.3
388,6.0625,-1.08
389,6.078125,-0.8
390,6.09375,-0.55
391,6.109375,-0.38
392,6.125,-0.22
393,6.140625,0.0
394,6.15625,0.29
395,6.171875,0.58
396,6.1875,0.77
397,6.203125,0.8
398,6.21875,0.71
399,6.234375,0.6
400,6.25,0.55
401,6.265625,0.57
402,6.28125,0.59
403,6.296875,0.53
404,6.3125,0.34
405,6.328125,0.07
406,6.34375,-0.18
407,6.359375,-0.38
408,6.375,-0.53
409,6.390625,-0.66
410,6.40625,-0.81
411,6.421875,-0.95
412,6.4375,-1.03
413,6.453125,-1.03
414,6.46875,-0.99
415,6.484375,-1.03
416,6.5,-1.22
417,6.515625,-1.54
418,6.53125,-1.86
419,6.546875,-2.0
420,6.5625,-1.85
421,6.578125,-1.42
422,6.59375,-0.8
423,6.609375,-0.19
424,6.625,0.29
425,6.640625,0.6
426,6.65625,0.74
427,6.671875,0.77
428,6.6875,0.71
429,6.703125,0.56
430,6.71875,0.31
431,6.734375,-0.01
432,6.75,-0.34
433,6.765625,-0.59
434,6.78125,-0.69
435,6.796875,-0.61
436,6.8125,-0.38
437,6.828125,-0.08
438,6.84375,0.24
439,6.859375,0.51
440,6.875,0.71
441,6.890625,0.82
442,6.90625,0.82
443,6.921875,0.69
444,6.9375,0.4
445,6.953125,-0.05
446,6.96875,-0.6
447,6.984375,-1.16
448,7.0,-1.66
449,7.015625,-2.04
450,7.03125,-2.28
451,7.046875,-2.4
452,7.0625,-2.41
453,7.078125,-2.3
454,7.09375,-2.07
455,7.109375,-1.73
456,7.125,-1.35
457,7.140625,-1.0
458,7.15625,-0.76
459,7.171875,-0.65
460,7.1875,-0.63
461,7.203125,-0.64
462,7.21875,-0.62
463,7.234375,-0.55
464,7.25,-0.49
465,7.265625,-0.47
466,7.28125,-0.56
467,7.296875,-0.77
468,7.3125,-1.1
469,7.328125,-1.54
470,7.34375,-2.03
471,7.359375,-2.55
472,7.375,-3.05
473,7.390625,-3.49
474,7.40625,-3.84
475,7.421875,-4.13
476,7.4375,-4.42
477,7.453125,-4.79
478,7.46875,-5.29
479,7.484375,-5.92
480,7.5,-6.63
481,7.515625,-7.34
482,7.53125,-7.99
483,7.546875,-8.55
484,7.5625,-9.08
485,7.578125,-9.61
486,7.59375,-10.18
487,7.609375,-10.77
488,7.625,-11.35
489,7.640625,-11.89
490,7.65625,-12.42
491,7.671875,-12.99
492,7.6875,-13.7
493,7.703125,-14.6
494,7.71875,-15.7
495,7.734375,-16.91
496,7.75,-18.08
497,7.765625,-19.03
498,7.78125,-19.55
499,7.796875,-19.39
500,7.8125,-18.39
501,7.828125,-16.39
502,7.84375,-13.4
