,secs,meas
0,0.0,-23.76
1,0.015625,-24.96
2,0.03125,-20.05
3,0.046875,-9.23
4,0.0625,5.95
5,0.078125,22.85
6,0.09375,38.32
7,0.109375,49.52
8,0.125,54.68
9,0.140625,53.6
10,0.15625,47.65
11,0.171875,39.44
12,0.1875,31.97
13,0.203125,27.79
14,0.21875,28.33
15,0.234375,33.59
16,0.25,42.28
17,0.265625,52.36
18,0.28125,61.64
19,0.296875,68.34
20,0.3125,71.49
21,0.328125,70.99
22,0.34375,67.51
23,0.359375,62.18
24,0.375,56.17
25,0.390625,50.19
26,0.40625,44.18
27,0.421875,37.35
28,0.4375,28.57
29,0.453125,16.98
30,0.46875,2.55
31,0.484375,-13.65
32,0.5,-29.64
33,0.515625,-43.28
34,0.53125,-53.06
35,0.546875,-58.65
36,0.5625,-60.79
37,0.578125,-60.76
38,0.59375,-59.72
39,0.609375,-58.41
40,0.625,-57.02
41,0.640625,-55.4
42,0.65625,-53.46
43,0.671875,-51.36
44,0.6875,-49.58
45,0.703125,-48.64
46,0.71875,-48.79
47,0.734375,-49.99
48,0.75,-51.92
49,0.765625,-54.12
50,0.78125,-56.13
51,0.796875,-57.72
52,0.8125,-59.21
53,0.828125,-61.41
54,0.84375,-65.26
55,0.859375,-70.91
56,0.875,-77.83
57,0.890625,-84.86
58,0.90625,-90.87
59,0.921875,-95.19
60,0.9375,-98.06
61,0.953125,-100.67
62,0.96875,-104.26
63,0.984375,-108.8
64,1.0,-111.61
65,1.015625,-109.12
66,1.03125,-98.65
67,1.046875,-80.09
68,1.0625,-55.5
69,1.078125,-27.96
70,1.09375,-0.43
71,1.109375,25.1
72,1.125,47.69
73,1.140625,67.83
74,1.15625,85.38
75,1.171875,99.79
76,1.1875,110.86
77,1.203125,120.27
78,1.21875,130.63
79,1.234375,142.9
80,1.25,154.31
81,1.265625,158.61
82,1.28125,150.07
83,1.296875,125.08
84,1.3125,84.59
85,1.328125,33.99
86,1.34375,-18.3
87,1.359375,-61.34
88,1.375,-85.6
89,1.390625,-86.87
90,1.40625,-76.01
91,1.421875,-62.83
92,1.4375,-54.06
93,1.453125,-50.14
94,1.46875,-51.76
95,1.484375,-58.68
96,1.5,-69.11
97,1.515625,-79.84
98,1.53125,-86.72
99,1.546875,-85.8
100,1.5625,-73.91
101,1.578125,-52.01
102,1.59375,-25.19
103,1.609375,-0.82
104,1.625,15.63
105,1.640625,22.76
106,1.65625,22.91
107,1.671875,20.32
108,1.6875,18.82
109,1.703125,21.43
110,1.71875,28.82
111,1.734375,40.19
112,1.75,54.2
113,1.765625,70.15
114,1.78125,87.21
115,1.796875,103.17
116,1.8125,113.97
117,1.828125,114.75
118,1.84375,102.53
119,1.859375,77.17
120,1.875,41.82
121,1.890625,1.66
122,1.90625,-37.78
123,1.921875,-73.16
124,1.9375,-104.51
125,1.953125,-134.59
126,1.96875,-166.27
127,1.984375,-199.45
128,2.0,-230.18
129,2.015625,-251.73
130,2.03125,-257.64
131,2.046875,-244.64
132,2.0625,-214.39
133,2.078125,-172.73
134,2.09375,-127.08
135,2.109375,-83.39
136,2.125,-44.35
137,2.140625,-9.94
138,2.15625,20.71
139,2.171875,47.46
140,2.1875,68.71
141,2.203125,82.26
142,2.21875,87.04
143,2.234375,84.27
144,2.25,77.56
145,2.265625,71.62
146,2.28125,70.75
147,2.296875,77.46
148,2.3125,91.94
149,2.328125,112.4
150,2.34375,136.08
151,2.359375,160.34
152,2.375,183.37
153,2.390625,204.49
154,2.40625,223.77
155,2.421875,241.37
156,2.4375,257.04
157,2.453125,269.91
158,2.46875,278.82
159,2.484375,282.71
160,2.5,280.83
161,2.515625,272.66
162,2.53125,257.58
163,2.546875,234.92
164,2.5625,204.6
165,2.578125,168.03
166,2.59375,128.7
167,2.609375,91.63
168,2.625,61.66
169,2.640625,41.32
170,2.65625,29.56
171,2.671875,22.01
172,2.6875,12.84
173,2.703125,-2.64
174,2.71875,-26.19
175,2.734375,-56.14
176,2.75,-88.47
177,2.765625,-118.57
178,2.78125,-142.92
179,2.796875,-159.8
180,2.8125,-169.36
181,2.828125,-172.98
182,2.84375,-172.39
183,2.859375,-168.94
184,2.875,-163.19
185,2.890625,-155.08
186,2.90625,-144.52
187,2.921875,-132.27
188,2.9375,-120.4
189,2.953125,-112.04
190,2.96875,-110.26
191,2.984375,-116.72
192,3.0,-130.69
193,3.015625,-149.11
194,3.03125,-167.66
195,3.046875,-182.34
196,3.0625,-190.86
197,3.078125,-192.98
198,3.09375,-189.97
199,3.109375,-183.54
200,3.125,-175.0
201,3.140625,-164.95
202,3.15625,-153.65
203,3.171875,-141.41
204,3.1875,-128.75
205,3.203125,-116.29
206,3.21875,-104.26
207,3.234375,-92.43
208,3.25,-80.35
209,3.265625,-67.89
210,3.28125,-55.72
211,3.296875,-45.41
212,3.3125,-38.78
213,3.328125,-37.06
214,3.34375,-40.26
215,3.359375,-46.99
216,3.375,-55.06
217,3.390625,-62.2
218,3.40625,-66.74
219,3.421875,-67.97
220,3.4375,-66.26
221,3.453125,-62.95
222,3.46875,-59.64
223,3.484375,-57.57
224,3.5,-56.86
225,3.515625,-56.24
226,3.53125,-53.21
227,3.546875,-44.79
228,3.5625,-28.45
229,3.578125,-2.71
230,3.59375,32.48
231,3.609375,75.88
232,3.625,125.1
233,3.640625,176.78
234,3.65625,226.24
235,3.671875,267.86
236,3.6875,295.92
237,3.703125,305.95
238,3.71875,296.23
239,3.734375,268.81
240,3.75,229.52
241,3.765625,186.75
242,3.78125,149.15
243,3.796875,122.49
244,3.8125,108.34
245,3.828125,103.93
246,3.84375,103.34
247,3.859375,99.75
248,3.875,87.7
249,3.890625,64.92
250,3.90625,32.91
251,3.921875,-3.92
252,3.9375,-41.49
253,3.953125,-76.93
254,3.96875,-108.73
255,3.984375,-135.59
256,4.0,-155.52
257,4.015625,-165.46
258,4.03125,-162.29
259,4.046875,-144.87
260,4.0625,-115.75
261,4.078125,-82.91
262,4.09375,-56.59
263,4.109375,-45.14
264,4.125,-51.56
265,4.140625,-72.82
266,4.15625,-102.27
267,4.171875,-133.16
268,4.1875,-161.32
269,4.203125,-177.47
270,4.21875,-175.84
271,4.234375,-155.56
272,4.25,-121.45
273,4.265625,-80.99
274,4.28125,-40.46
275,4.296875,-3.65
276,4.3125,27.4
277,4.328125,51.61
278,4.34375,68.87
279,4.359375,78.85
280,4.375,82.19
281,4.390625,80.66
282,4.40625,76.97
283,4.421875,73.87
284,4.4375,73.13
285,4.453125,75.14
286,4.46875,79.16
287,4.484375,84.18
288,4.5,88.38
289,4.515625,90.46
290,4.53125,90.09
291,4.546875,87.97
292,4.5625,85.24
293,4.578125,82.76
294,4.59375,80.78
295,4.609375,79.21
296,4.625,78.01
297,4.640625,76.84
298,4.65625,75.54
299,4.671875,74.2
300,4.6875,73.08
301,4.703125,72.06
302,4.71875,70.5
303,4.734375,67.51
304,4.75,62.03
305,4.765625,53.72
306,4.78125,42.82
307,4.796875,30.12
308,4.8125,16.63
309,4.828125,3.38
310,4.84375,-9.11
311,4.859375,-20.87
312,4.875,-32.32
313,4.890625,-44.02
314,4.90625,-56.43
315,4.921875,-69.81
316,4.9375,-83.76
317,4.953125,-96.59
318,4.96875,-105.12
319,4.984375,-105.51
320,5.0,-94.91
321,5.015625,-73.06
322,5.03125,-43.23
323,5.046875,-11.35
324,5.0625,16.05
325,5.078125,34.3
326,5.09375,42.16
327,5.109375,41.8
328,5.125,37.14
329,5.140625,31.45
330,5.15625,26.31
331,5.171875,21.29
332,5.1875,14.83
333,5.203125,5.31
334,5.21875,-8.31
335,5.234375,-26.16
336,5.25,-47.57
337,5.265625,-69.33
338,5.28125,-87.4
339,5.296875,-97.46
340,5.3125,-96.52
341,5.328125,-84.38
342,5.34375,-64.24
343,5.359375,-41.44
344,5.375,-21.1
345,5.390625,-5.53
346,5.40625,6.78
347,5.421875,19.77
348,5.4375,37.52
349,5.453125,62.15
350,5.46875,93.14
351,5.484375,128.0
352,5.5,163.48
353,5.515625,195.69
354,5.53125,219.67
355,5.546875,229.19
356,5.5625,217.92
357,5.578125,182.86
358,5.59375,127.55
359,5.609375,62.33
360,5.625,0.84
361,5.640625,-45.57
362,5.65625,-72.4
363,5.671875,-82.82
364,5.6875,-84.78
365,5.703125,-86.68
366,5.71875,-93.82
367,5.734375,-107.68
368,5.75,-127.14
369,5.765625,-150.37
370,5.78125,-175.45
371,5.796875,-200.01
372,5.8125,-220.73
373,5.828125,-233.68
374,5.84375,-235.65
375,5.859375,-224.99
376,5.875,-202.31
377,5.890625,-170.35
