,secs,meas
0,0.0,-225.94
1,0.015625,-234.97
2,0.03125,-243.41
3,0.046875,-249.89
4,0.0625,-253.08
5,0.078125,-252.11
6,0.09375,-246.86
7,0.109375,-237.92
8,0.125,-226.26
9,0.140625,-212.74
10,0.15625,-197.67
11,0.171875,-180.83
12,0.1875,-161.78
13,0.203125,-140.32
14,0.21875,-116.77
15,0.234375,-91.99
16,0.25,-67.0
17,0.265625,-42.6
18,0.28125,-19.21
19,0.296875,3.09
20,0.3125,24.19
21,0.328125,43.8
22,0.34375,61.36
23,0.359375,76.33
24,0.375,88.5
25,0.390625,98.13
26,0.40625,105.8
27,0.421875,112.03
28,0.4375,116.98
29,0.453125,120.29
30,0.46875,121.19
31,0.484375,118.78
32,0.5,112.33
33,0.515625,101.72
34,0.53125,87.72
35,0.546875,72.22
36,0.5625,58.13
37,0.578125,48.88
38,0.59375,47.63
39,0.609375,56.38
40,0.625,75.35
41,0.640625,102.73
42,0.65625,135.12
43,0.671875,168.34
44,0.6875,198.38
45,0.703125,222.24
46,0.71875,238.29
47,0.734375,246.31
48,0.75,247.15
49,0.765625,242.26
50,0.78125,233.21
51,0.796875,221.4
52,0.8125,207.97
53,0.828125,193.82
54,0.84375,179.72
55,0.859375,166.34
56,0.875,154.13
57,0.890625,143.26
58,0.90625,133.59
59,0.921875,124.79
60,0.9375,116.54
61,0.953125,108.67
62,0.96875,101.17
63,0.984375,94.02
64,1.0,87.1
65,1.015625,80.11
66,1.03125,72.69
67,1.046875,64.73
68,1.0625,56.7
69,1.078125,49.8
70,1.09375,45.68
71,1.109375,46.02
72,1.125,51.83
73,1.140625,62.97
74,1.15625,78.08
75,1.171875,95.04
76,1.1875,111.69
77,1.203125,126.48
78,1.21875,138.75
79,1.234375,148.58
80,1.25,156.3
81,1.265625,162.17
82,1.28125,166.11
83,1.296875,167.94
84,1.3125,167.65
85,1.328125,165.54
86,1.34375,162.13
87,1.359375,157.95
88,1.375,153.28
89,1.390625,148.07
90,1.40625,142.1
91,1.421875,135.19
92,1.4375,127.33
93,1.453125,118.72
94,1.46875,109.66
95,1.484375,100.39
96,1.5,91.0
97,1.515625,81.52
98,1.53125,71.9
99,1.546875,62.23
100,1.5625,52.67
101,1.578125,43.51
102,1.59375,35.03
103,1.609375,27.45
104,1.625,20.78
105,1.640625,14.86
106,1.65625,9.34
107,1.671875,3.89
108,1.6875,-1.71
109,1.703125,-7.48
110,1.71875,-13.22
111,1.734375,-18.6
112,1.75,-23.37
113,1.765625,-27.42
114,1.78125,-30.85
115,1.796875,-33.94
116,1.8125,-37.05
117,1.828125,-40.42
118,1.84375,-44.18
119,1.859375,-48.29
120,1.875,-52.61
121,1.890625,-57.04
122,1.90625,-61.58
123,1.921875,-66.38
124,1.9375,-71.66
125,1.953125,-77.66
126,1.96875,-84.5
127,1.984375,-92.17
128,2.0,-100.58
129,2.015625,-109.6
130,2.03125,-119.2
131,2.046875,-129.39
132,2.0625,-140.11
133,2.078125,-151.19
134,2.09375,-162.26
135,2.109375,-172.86
136,2.125,-182.56
137,2.140625,-191.16
138,2.15625,-198.77
139,2.171875,-205.74
140,2.1875,-212.42
141,2.203125,-219.01
142,2.21875,-225.41
143,2.234375,-231.31
144,2.25,-236.41
145,2.265625,-240.46
146,2.28125,-243.2
147,2.296875,-244.06
148,2.3125,-241.82
149,2.328125,-234.67
150,2.34375,-220.62
151,2.359375,-198.34
152,2.375,-167.92
153,2.390625,-131.17
154,2.40625,-91.17
155,2.421875,-51.31
156,2.4375,-14.3
157,2.453125,18.48
158,2.46875,46.81
159,2.484375,71.11
160,2.5,91.7
161,2.515625,108.47
162,2.53125,121.03
163,2.546875,129.12
164,2.5625,132.99
165,2.578125,133.48
166,2.59375,131.69
167,2.609375,128.67
168,2.625,125.05
169,2.640625,121.07
170,2.65625,116.77
171,2.671875,112.3
172,2.6875,107.99
173,2.703125,104.37
174,2.71875,101.9
175,2.734375,100.73
176,2.75,100.51
177,2.765625,100.52
178,2.78125,99.87
179,2.796875,97.92
180,2.8125,94.56
181,2.828125,90.23
182,2.84375,85.75
183,2.859375,81.9
184,2.875,79.08
185,2.890625,77.19
186,2.90625,75.71
187,2.921875,74.0
188,2.9375,71.53
189,2.953125,68.14
190,2.96875,63.95
191,2.984375,59.29
192,3.0,54.55
193,3.015625,50.02
194,3.03125,45.87
195,3.046875,42.13
196,3.0625,38.68
197,3.078125,35.32
198,3.09375,31.82
199,3.109375,28.02
200,3.125,23.9
201,3.140625,19.65
202,3.15625,15.6
203,3.171875,12.09
204,3.1875,9.42
205,3.203125,7.68
206,3.21875,6.85
207,3.234375,6.84
208,3.25,7.56
209,3.265625,8.99
210,3.28125,11.13
211,3.296875,13.99
212,3.3125,17.51
213,3.328125,21.53
214,3.34375,25.79
215,3.359375,30.03
216,3.375,34.03
217,3.390625,37.61
218,3.40625,40.83
219,3.421875,43.86
220,3.4375,47.0
221,3.453125,50.54
222,3.46875,54.63
223,3.484375,59.2
224,3.5,64.01
225,3.515625,68.72
226,3.53125,73.08
227,3.546875,77.11
228,3.5625,81.08
229,3.578125,85.44
230,3.59375,90.66
231,3.609375,96.97
232,3.625,104.18
233,3.640625,111.63
234,3.65625,118.32
235,3.671875,123.14
236,3.6875,125.18
237,3.703125,124.01
238,3.71875,119.89
239,3.734375,113.6
240,3.75,106.32
241,3.765625,99.2
242,3.78125,93.01
243,3.796875,87.99
244,3.8125,83.81
245,3.828125,79.74
246,3.84375,74.99
247,3.859375,68.99
248,3.875,61.58
249,3.890625,53.05
250,3.90625,44.02
251,3.921875,35.18
252,3.9375,27.07
253,3.953125,19.87
254,3.96875,13.31
255,3.984375,6.8
256,4.0,-0.35
257,4.015625,-8.65
258,4.03125,-18.28
259,4.046875,-28.99
260,4.0625,-40.31
261,4.078125,-51.69
262,4.09375,-62.67
263,4.109375,-72.97
264,4.125,-82.44
265,4.140625,-91.0
266,4.15625,-98.64
267,4.171875,-105.38
268,4.1875,-111.28
269,4.203125,-116.39
270,4.21875,-120.71
271,4.234375,-124.2
272,4.25,-126.86
273,4.265625,-128.85
274,4.28125,-130.48
275,4.296875,-132.25
